message,sentiment,intent
Can you tell me more about generate back-end infrastructures?,Negative,Request Info
"I can't access my account, need help with evolve open-source solutions.",Neutral,Account Help
I would like a refund because of compatible high-level analyzer.,Negative,Refund Request
I would like to change my subscription to include syndicate clicks-and-mortar portals.,Negative,Subscription Change
I'm not satisfied with the open-source background hierarchy.,Negative,Complaint
There is a billing issue related to generate extensible methodologies.,Positive,Billing Issue
I would like to change my subscription to include revolutionize cutting-edge markets.,Positive,Subscription Change
I would like to change my subscription to include extend revolutionary initiatives.,Positive,Subscription Change
Great job on the mesh innovative systems!,Positive,Feedback
Can you tell me more about mesh vertical systems?,Neutral,Request Info
I'm not satisfied with the optional logistical help-desk.,Negative,Complaint
"I can't access my account, need help with transition B2C schemas.",Positive,Account Help
There is a billing issue related to seize 24/365 methodologies.,Neutral,Billing Issue
Can you tell me more about benchmark sticky e-tailers?,Neutral,Request Info
Great job on the mesh magnetic synergies!,Neutral,Feedback
I have a question about engage world-class technologies.,Positive,General Inquiry
I'm having trouble with deploy best-of-breed markets in the app.,Positive,Technical Issue
Great job on the synthesize front-end content!,Negative,Feedback
Great job on the orchestrate interactive systems!,Neutral,Feedback
Great job on the synthesize magnetic e-commerce!,Negative,Feedback
I would like a refund because of future-proofed client-server protocol.,Neutral,Refund Request
Great job on the integrate user-centric e-commerce!,Negative,Feedback
Can you tell me more about orchestrate transparent deliverables?,Neutral,Request Info
Great job on the evolve 24/365 niches!,Positive,Feedback
I would like to change my subscription to include drive robust eyeballs.,Negative,Subscription Change
I would like to change my subscription to include seize visionary schemas.,Negative,Subscription Change
"I can't access my account, need help with mesh visionary infrastructures.",Negative,Account Help
I'm having trouble with implement clicks-and-mortar markets in the app.,Positive,Technical Issue
I'm not satisfied with the managed upward-trending installation.,Negative,Complaint
There is a billing issue related to iterate magnetic paradigms.,Positive,Billing Issue
Can you tell me more about aggregate interactive platforms?,Neutral,Request Info
"I can't access my account, need help with benchmark web-enabled interfaces.",Positive,Account Help
I would like a refund because of upgradable bottom-line capacity.,Negative,Refund Request
I would like to change my subscription to include seize world-class systems.,Positive,Subscription Change
I would like a refund because of exclusive user-facing projection.,Negative,Refund Request
I want to cancel my account due to assimilated actuating capability.,Positive,Cancel Account
I have a question about expedite cutting-edge action-items.,Negative,General Inquiry
I have a question about transform intuitive paradigms.,Positive,General Inquiry
I want to cancel my account due to quality-focused zero administration success.,Negative,Cancel Account
Great job on the incentivize proactive eyeballs!,Neutral,Feedback
I want to cancel my account due to user-friendly multimedia collaboration.,Positive,Cancel Account
"I can't access my account, need help with implement turn-key web-readiness.",Positive,Account Help
Great job on the synergize cross-media interfaces!,Positive,Feedback
I have a question about benchmark collaborative infrastructures.,Positive,General Inquiry
I would like to change my subscription to include architect bricks-and-clicks models.,Neutral,Subscription Change
Can you tell me more about streamline dot-com e-business?,Negative,Request Info
I'm having trouble with re-contextualize bleeding-edge initiatives in the app.,Negative,Technical Issue
Can you tell me more about productize dot-com eyeballs?,Positive,Request Info
Great job on the leverage cross-media niches!,Neutral,Feedback
I'm having trouble with deploy plug-and-play schemas in the app.,Positive,Technical Issue
I have a question about architect front-end web-readiness.,Neutral,General Inquiry
There is a billing issue related to embrace global technologies.,Negative,Billing Issue
Great job on the orchestrate seamless functionalities!,Neutral,Feedback
I'm having trouble with redefine visionary ROI in the app.,Neutral,Technical Issue
There is a billing issue related to unleash clicks-and-mortar functionalities.,Negative,Billing Issue
Great job on the optimize magnetic synergies!,Positive,Feedback
I would like a refund because of universal global knowledgebase.,Neutral,Refund Request
I would like to change my subscription to include redefine magnetic e-business.,Neutral,Subscription Change
Can you tell me more about brand one-to-one interfaces?,Negative,Request Info
I'm having trouble with streamline user-centric networks in the app.,Positive,Technical Issue
Great job on the scale holistic e-commerce!,Neutral,Feedback
There is a billing issue related to productize virtual users.,Positive,Billing Issue
Great job on the generate virtual supply-chains!,Neutral,Feedback
Can you tell me more about maximize world-class channels?,Positive,Request Info
